Cantidad de entradas (sin filtro): 2,732

		Aviso	Fecha	Descripción		Orden	Equipo	Denominación de objeto técnico	Ubicación técnica	CePl	Cl.	Creado por	DAA	DTA	DurParada	IniAvería	FinAvería	Cód.	Texto código p. codificación	GrCCód.	Texto grupos codificación	A	P	PtoTrbRes	Status sistema	S	Act.fijo	ArE	Autor aviso	Calle	CpoClasif	CDis	Centro	Ce.coste	Ce.	Ce.	Cierre	ClPr	Ps	Cliente	Cód.postal	Conjunto	 Cont.	Ctrl.técn.	TmpApert	Creado el	CtrlTéc el	DA	DenIntRpEj	Denominación de la ubicación técnica	Conjunto	Den. ejec.	DTM	Distrito	Div.	Doc.venta	Ejecutante	Emplz/Imput.	Emplaz.	Equipo	IAA	ITA	ETM	Fe.PedCpas	Fecha ref.	Fin desead	GVen	GP	HoCierre	HFinAver	Hora des.	HIniAver	HoraDesead	HoraMod	HoraRef	Hora	Ini.desead	Lista	Local	Material	Modif.el	Por	Mon.	Pedido	Nº direc.	Nº objeto	NºSerie	OfVta	OrgVt	P	Ped.clte.	PerfCatál	IntRespEj	Pl.MantPrv	Población	Pos.	Pos.PM	Rg	R	Revisión	Se

		19633018	12.02.2025	Inspección y monitoreo de equi servicios		48559062	10169017	COMPRESOR GA 55	PI-EC-8600-SE-01-A2	8600	Z2	81177969			    0.00	12.02.2025	12.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	3	ELECTRI2	MECE ORAS								8600	EC11006	8600	8600	12.02.2025	ZM							20:20:01	12.02.2025				SALA COMPRESORES								000020058025	E011						12.02.2025	12.02.2025		MP	21:21:20	18:00:00	23:30:00	16:30:00	22:00:00	20:21:20	21:21:14	21:10:53	12.02.2025				12.02.2025	81177969				QM000019633018						PM0134
		19629660	12.02.2025	CAMBIO DE ELECTROVALVULA		48555815	10169024	COMPUERTAS VIBRADORES	PI-EC-8600-PR-02-E1-A1	8600	Z2	40028452			    0.00	12.02.2025						2		MECANIC1	METR ORAS			EM	40028452				8600	EC11020	8600	8600		ZM							08:46:47	12.02.2025				VIBRADORES PC10								000020051565	P003						12.02.2025			MP	00:00:00	00:00:00	00:00:00	09:46:25	06:00:00	00:00:00	08:46:47	06:00:00	12.02.2025									QM000019629660						PM0143
		19630444	12.02.2025	Revisión tensores de mallas		48556319	10169120	HORNO TC1500	PI-EC-8600-PR-05-P1-07	8600	Z2	30152518			    0.00	12.02.2025	12.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS		5000920	PR	30152518				8600	EC11021	8600	8600	12.02.2025	ZM							12:08:44	12.02.2025				AREA DE HORNEADO TC1500								000020053009	P006						12.02.2025	12.02.2025		MP	13:09:30	11:00:00	11:00:00	09:30:00	09:30:00	12:09:39	13:09:28	09:30:00	12.02.2025				12.02.2025	30152518				QM000019630444						PM0083
		19630439	12.02.2025	Revisión control automático		48556315	10169134	LAMINADORA	PI-EC-8600-PR-05-P1-06	8600	Z2	30152518			    0.00	12.02.2025	12.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS		5000705	PR	30152518				8600	EC11021	8600	8600	12.02.2025	ZM							11:19:56	12.02.2025				AREA DE LAMINADO								000020052860	P006						12.02.2025	12.02.2025		MP	12:21:16	07:30:00	07:30:00	06:00:00	06:00:00	11:21:26	12:21:14	06:00:00	12.02.2025				12.02.2025	30152518				QM000019630439						PM0093
		19630746	12.02.2025	Revisión aceite del freidor.		48556921	10169475	SISTEMA DISTRIBUCIÓN ACEITE	PI-EC-8600-PR-05-P1-09	8600	Z2	30152518			    0.00	12.02.2025	12.02.2025	0470	Seguridad Alimentaria	PMCOD02	Tipo de Trabajo	1	2	ELECMEC1	MECE ORAS			PR					8600	EC11021	8600	8600	12.02.2025	ZM							12:30:31	12.02.2025				AREA DE FREIDOR								000020053633	P006						12.02.2025	12.02.2025		MP	13:31:09	13:30:00	13:30:00	09:00:00	09:00:00	12:31:24	13:31:07	09:00:00	12.02.2025				12.02.2025	30152518				QM000019630746						PM0081
		19630745	12.02.2025	Revisión equipo		48556920	10169478	SISTEMA DISTRIBUCIÓN DE VAPOR	PI-EC-8600-SE-01-A3	8600	Z2	30152518			    0.00	12.02.2025	12.02.2025	0203	Mejora Continua	PMCOD02	Tipo de Trabajo	2	2	ELECMEC1	MECE ORAS				30152518				8600	EC11006	8600	8600	12.02.2025	ZM							12:17:28	12.02.2025				SALA CALDERO								000020053011	E007						12.02.2025	12.02.2025		MP	13:18:16	12:30:00	12:30:00	11:00:00	11:00:00	12:18:25	13:18:14	11:00:00	12.02.2025				12.02.2025	30152518				QM000019630745						PM0106
		19630443	12.02.2025	Corte de energía eléctrica		48556318	10210757	CENTRO DE CONTROL MOTORES 1	PI-EC-8600-PR-09	8600	Z2	30152518			    0.00	12.02.2025	12.02.2025	0405	Parada de Equipo	PMCOD01	Gravedad de Corte	1	2	ELECMEC1	MECE ORAS				30152518				8600	EC11004	8600	8600	12.02.2025	ZM							11:32:40	12.02.2025				CCM1								000020053007							12.02.2025	12.02.2025		MP	12:34:21	09:30:00	09:30:00	08:00:00	08:00:00	11:34:52	12:34:18	08:00:00	12.02.2025				12.02.2025	30152518				QM000019630443						PM0032
		19629945	12.02.2025	Construccion de brazos PIVOT verificador		48556140	10313181	VERIFICADOR DE SELLOS TSC-RVS 120L-RH 1	PI-EC-8600-PR-05-E1-A4	8600	Z2	40028452			    0.00	12.02.2025						2	1	MECANIC1	METR ORAS			EM	40028452				8600	EC11021	8600	8600		ZM							08:51:14	12.02.2025				VERIFICADORES DE SELLOS TC1500								000020051895	P005						12.02.2025			MP	00:00:00	00:00:00	00:00:00	09:51:07	09:49:53	00:00:00	08:51:14	09:00:00	12.02.2025									QM000019629945						PM0084
		19631372	12.02.2025	MT 2M OE VERIFICADOR DE SELLOS LH EXT.DR		48556996	10168867	VERIFICADOR DE SELLOS TSC-RVS 120L-LH EX	PI-EC-8600-PR-03-E1-A5	8600	Z3	40028702			    0.00							2	3	ELECTRO1	METR ORAS		5001318	EM					8600	EC11028	8600	8600		ZM							13:35:16	12.02.2025				VERIFICADORES DE SELLOS EXT. SUAVES								000020055006	P001						12.02.2025	19.02.2025		MP	00:00:00	00:00:00	14:35:16	00:00:00	14:35:16	00:00:00	13:35:16	14:35:16	13.02.2025									QM000019631372						PM0084
		19630603	12.02.2025	AT 3M FM BANDA JIRAFA EXT.DR		48556765	10168876	BANDA JIRAFA	PI-EC-8600-PR-04-P1-04	8600	Z3	40028702			    0.00							1	3	MECANIC1	METR ORAS		5000998	PR					8600	EC11028	8600	8600		ZM							13:03:46	12.02.2025				AREA SABORIZADOR								000020053462	P010						12.02.2025	19.02.2025		MP	00:00:00	00:00:00	14:03:46	00:00:00	14:03:46	00:00:00	13:03:46	14:03:46	13.02.2025									QM000019630603						PM0080
